Review,Date Posted
Waited 40 minutes outside Apple in Cork…Waited 40 minutes outside Apple in Cork city for a  service (202) that is meant to run every 10 minutes,2022-08-18
The Magic Invisible  ServiceBus non-existent despite being scheduled and stated on the information boards in the station and at the departure bay.,2023-07-15
Today I experienced a horrible…Today I experienced a horrible experience a black  driver behaviour not matched with the country’s reputations he does not down the  for kids buggy and obvious  buggies wheel goes under the  and my child school bags also felt in the walkway so bad situation can’t explain enough hopefully authorities will tak,2023-02-28
Your website is really hard to navigate…Your website is really hard to navigate through. Your buses are never on time and your drivers are rud,2023-01-03
I'm UpsetI'm UpsetI missed my  because the timetable font size was too small to read and I miss read the timetable now i have to wait another 20 minutes for the ,2022-03-13
School buses are a total messSchool buses are a total mess. No communication whatsoever.,2023-09-14
" takes 2hrs to get from… takes 2hrs to get from Dublin to Dundalk, absolutely diabolical, 100X literally says Dundalk on the front of the  and accommodates every town and village except Dundalk, stops in every awkward place there is in drogheda and now takes you out for an extra spin to the countryside where nobody gets off, currently still sitting on the , got it at 20 to 5 in Dublin it is now 20 to 7, will never get this  again, Matthew's or the train for all future trips.",2023-02-05
I started working for this company in…I started working for this company in 1999 and spent a very happy and fulfilling 17 years. Great company to work for.,2022-06-11
61 Galway to Sligo is the most…61 Galway to Sligo is the most depressing thing in my l,2022-09-28
Just get rid of the localsJust get rid of the locals and hire other nationalities - problem solved!,2022-10-16
214  always latebus is always late up to 2 hrs sometimes,2023-09-13
You can't count on them.,2023-12-22
"More than 1 hour waiting  103More than 1 hour waiting  103, ots unbelievabl",2022-12-14
"The worst busses everThe worst busses ever , never coming on time!!!",2023-07-30
W3 Waterford City Dirty and dusty seatsW3 Waterford CitySeats are incredibly dirty.,2023-03-03
 1 hour and 40 minutes latebus 1 hour and 40 minutes late. driver pulls in and reminded me how late he was.. it was good to know.,2022-11-18
Very very very very late by 15 minutes…Very very very very late by 15 minutes not acceptabl,2023-05-24
I love this  it is so fun and I love…I love this  it is so fun and I love myself love from z,2023-06-20
Why does it take so long for a  to…Why does it take so long for a  to arrive. Over 40 minutes late.,2023-05-05
The first  I've taken was 1:30 H…The first  I've taken was 1:30 H late. Hopefully it will be the last too.,2022-08-26
"L busL  and L wifi, wouldn't stop at circle k :(",2022-09-09
 is 2 hours late route 214...,2023-11-24
"Horrible journeyHorrible journey,  was late, expensive considering the government (taxpayer) subsides it so much.",2022-08-26
Tossers !!!!!!!!,2023-12-02
Dreadful transportation company,2023-10-10
"Always lateAlways late, so unreliable!!!!",2022-11-24
POO!TERRIBE!! absolute poop services i was waiting an hour at the  stop for it to come i was supposed to meet tommy and naomi and this poopy  came 1 hour late can’t rely on this 1star i wish i could give less 😠😠😠😡😡😡😡😡WE THEN HAD TO GET ONTO A SEPERATE  TO MAKE US EVEN MORE LATE TO MY VERY IMPORTANT DATE,2022-08-06
The  is so nice to me and great talk…The  is so nice to me and great talk to with me and great service as well and to let they know my have needs and I like men drivers they very nice lads,2022-08-05
Worst  in Ireland by farThe 100x from dundalk to Dublin runs hourly. The  is consistently 20-40 mins late to Drogheda. Sometimes up to an hour late. Haven't seen it on time once.,2022-08-02
WORST  IN IRELAND!!!WORST  IN IRELAND!!!!YOUR  IS NEVER ON TIME AS LISTED ON YOUR SCHEDULE! WE HAVE WORK AND OTHER MAJOR THINGS WE DO ON A DAILY BASIS AND YOUR POOR TIME MANAGEMENT SUCKS REALLY BAD!..YE  COMES AN HOUR LATE! AND WE ARE EXPECTED TO PAY FOR THAT!!! THAT'S A WHOLE LOT OF CRAP...,2022-07-30
"Never on time never count on them…Never on time never count on them ,disaster almost every single day it's like.the  drivers don't know.what time it is also.their real time.app is the most pointless app in the world times are all over the place u might as Well be walking blind",2022-07-26
" inspectors at Dublin AirportMy Daughter and I arrived at the  stop at Dublin airport wanting to travel to Monaghan .We did not realise that we should have booked our tickets on line and would have to potential wait several hours to secure a seat on a . We were very lucky that two inspectors were available at the stop Francis and George they were excellent friendly and professional and reassured us that they would do their best to get us on the next  , which they did. They assisted a lot of passengers who were in the same position as us . It would be wonderful if   was more transparent about the need to pre purchase your tickets as a lot of people were very unsure about the process .Francis and George were fabulous , thank you , Philomena & Sl",2022-07-25
You will never get away with this!You will never get away with this!! Me friend is now homeless thanks to your fraudulent  stop (Paulavone roundabout  stop).,2022-07-17
 NEVER ON TIMEAnd here is my question: If I miss my flight due to your delay ... ARE YOU GONNA PAY ME A NEW FLIGHT OR WHATS THE STORY?,2022-07-11
Never fails to dis,2022-07-08
 driver Derek 100 X RouteI lost my phone in Dublin Airport and it landed on the 100 X  and the  driver Derek got it for me and brought it down to Custom House Quay the following day I would highly recommend this  driver as he went above and beyond for m,2022-07-02
Thank you to the  driver Thomas in…Thank you to the  driver Thomas in Limerick for being so kind. I was with a wheelchair user and we couldn’t get off the  because the ramp was far too steep. He rerouted the  so we could get off. 5 stars for Thomas but   you need to do something about this.,2022-06-30
"DISGUSTINGoverpriced , does not accept Apple pay , everytime it has been late , awful staff they are soooooooo mean >:(the  is leaking from the outside in , i got so soggy ewww . does not do student discount Very inconvenient for a student like me.",2022-06-24
Scandalous with 1 and 30mins for a…Scandalous with 1 and 30mins for a !! A service that ment to go every 30mins,2022-06-16
"Last Friday eveningLast Friday evening,  I had the nicest  driver on the way to the airport. He couldn't do enough for me and directed me in the right direction to the terminal. He was such a nice man. I don't know his name but he is a true credit to the company. 5 star Rating",2022-06-12
Lost PropertyI left a pair of glasses on a  and went into  aras to see if I could get any help. The team were absolutely amazing at getting them back to me ASAP.,2022-06-11
A terrible serviceWas waiting on the No32  from Letterkenny. I had pre booked as I was getting on at Monaghan. The  was meant to leave at 11.20am and it arrived at 12. No explanation at all was given. Monaghan  station is closed and nobody to ask. Also it was raining which didn't help things. I was late for work and I'd say people missed flights. The 11.20  got into Busaras at 2.30pm. A disgraceful service. If I'd any other options I would never use them 😞,2022-06-09
"The worst company everThe worst company ever. I live in Wicklow and usually get 133  to Dublin, many times  just doesn't appear on my stop and it just shows on their website that it's gone. There are really few lovely  drivers, but some of them are bunch of arrogant I better not say what, few times the  driver just didn't want to stop for me to get on the . Awful serv",2022-06-04
"Rude aggressive and clueless  driverI got the 51 cork  on Thursday the 2nd of June at 8.35 there was a woman who was clearly on drugs smoking weed outside the  harassing me asking for clothes of me as I had a suitcase she continued to ask for things off me and I tried to keep calm as I was nervous she would rob me , the inspector tried to refuse her from the  but she came up with a sob story and was let on , as I was on the  from limerick to cork she sat right behind me then beside continued to ask for things she then stared to smoke heroin no smoke alarm went off I was scared at this stage and didn't want to robbed or attacked so I presumed the  driver would smell her smoking heroin or take notice to her harassing me but no not at all when she left the  I rang my boyfriend and I was sobbing on the  telling him she tried to take my handbag at one stage when I arrived at Parnell place cork the  driver shouted at me while I was grabbing all my bags to get off he said leave now get out why are you still on the  get out while I was struggling to carry my bags I will never put a cent towards   again And I will be going further about this bare in mind I'm a 22 year old student and got treated horrible by the  driver and a passang",2022-06-03
"Contempt for their customersContempt for their customers. No customer service in Busáras. Cancel buses without any regard for people or where they need to go etc. Seem to think it's okay to tell you ""sure the next  will be here in 2 hours, what's the problem?""",2022-05-29
 driver on the 208 a Dublin fella… driver on the 208 a Dublin fella was so mean to a girl just so unnecessarily aggressiv,2022-05-26
"Worst  serviceWorst  service , bought a ticket online and it was 54 mins late then when it did arrive it was over booked and I couldn’t get on it was told I would be amended but you can amend it unless it’s a hour before your journey. Not the first time this has happened it’s a joke.",2022-05-24
"KIND DRIVER BUSEIRREAN 133It was Sunday night, May 15, 19:30 pm and I encountered  a very nice driver  of buseiirean 133 from Wicklow  to Dublin. He was so nice to greet  everyone  and also he stopped  to help  a Mother with  2 children  to bring it to the  and off the . He has a kind heart. I wish  everyone  is like this, not only drivers but everyone. It brings  so much good vibes and happiness in everyday life.May God bless him more and may he be safe always.Thank  you for your kindness to all the commuters.",2022-05-15
Useless  never comes on tim,2022-05-14
 service is a disaster 40 mins late… service is a disaster 40 mins late work on your times very bad serv,2022-05-12
"32 BUSThe 32 Letterkenny to Dublin  is never on time when picking up in Monaghan, Castleblaney, Carrickmacross and Ardee. Even if you have a seat booked, you may not be able to get on the . On Wednesday, many people were left in Monaghan because there were not any seats left and they all had been waiting for the  for over 40 minutes. If there isnt enough seats, we have to wait until the next one 2 hours later, no extra  ever appears to be put on. The prices are extortinate, even a student return from Ardee to Monaghan is 20 euro. The toilet facilities of   are also disgraceful in every single  station I have visited.",2022-05-05
Absolutely terrible serviceAbsolutely terrible service. Buses are always at least 10 minutes late sometimes even 40 and if the  isn’t running one day it doesn’t tell you anywhere that it isn’t running had about 10 people waiting on a  that never came at 8 in the morning,2022-05-04
"I wish to leave a review of Frank…I wish to leave a review of Frank Scanlon , driver of a replacement minibus fr   today Belmullet to Ballina 11:35 service. I was leaving home in difficult circumstances & he was the epitome of a gentleman. Just so kind . And he is an absolute credit to  . Very grateful thanks. Please acknowledge him. Most sincerely",2022-05-01
"Rude Driveron 28 April 2022, I took the  115 from Half penny bridge at 15.45 destination Mullingar, already late, understood due to traffic, the driver was driving quite harsh. I had to alight in Maynooth. Sometimes the drivers alight the passengers on the first stop opposite to Glenroyal hotel or Maynooth University. Arrived at Maynooth someone buzzed the Glenroyal Stop, as I was siting at the front seats , I was the first ready to alight, I politely went to ask the Driver if I can get off here. He started being very rude and bullying, that if I have to alight here I should use Dublin  service not  . I said I dont mind getting off at Maynooth University stop, makes no much differrence to me, but he continued being rude and  shouting at me in front all the passengers. He could have replied politely saying no this stop is not to alight but not insulting and tell me which  I should take when the  115 by pass Maynooth and I am not travelling for free.",2022-04-29
Got the 2145 109 from busaras to kellsGot the 2145 109 from busaras to kells. A young overseas student missed her stop as she was asleep and woke in Navan. Our driver brought her to a  stop and advised her where to go to wait for the next  to take her back to her original destination which was 20 mins away. He then phoned his colleague coming in the  in the opposite direction and advised him not to charge her as she had paid already and to make sure she got on his  safely. I was so impressed and proud to see this. Thank you  .,2022-04-21
"8:40pm 8-4-22 No.40  Cork to…8:40pm 8-4-22 No.40  Cork to Waterford. Was on the phone quietly talking, wasn’t saying anything offensive and the  driver came up to me and told me I had to end my phone call as I was a distraction and if I didn’t I had to move to the back of the . Was not happy about this never had a driver insist on ending a call before taking",2022-04-08
"The buses are never on timeThe buses are never on time, service overall is badIf you need to get to work never rely on this company, you could be waiting 30 minutes at least for the  even during daytim",2022-04-05
"Awful experience nearly all  men…Awful experience nearly all  men were rude every-time .I won't lie some are nice, but most are so rude and give out to young teenagers including myself . is never on time ever . Doesn't hurt to be nice it's yhere job !",2022-03-14
"Waited for the NX  for an hourWaited for the NX  for an hour. 3 busses were supposed to leave the  stop in that hour. Seeing as I was waiting at the first stop I seen 2 busses arrive just to find out that both  drivers are taking a break and these busses won't be leaving, while I appreciate that the drivers need breaks a nicer approach to the waiting passengers would be nice. This is happening again and again, it is near impossible to get through to the customer service through the number provided, nobody replies to the complaints logged through email. The real time information is a joke - it showed busses that never arrived departing on time ..... Nobody cares about the complaints they are receiving, nothing changes. The phrase ""timetables are subject to change"" seems to be an excuse for everything.",2022-03-14
Never on timeNever on time. Customer service number not valid,2022-03-14
"Rude  driver, and the service is excellentThis morning I had a really bad experience on a 133x, I always ask the driver to drop me off at the cherrywood crossover, (08/03/2022 @ 08:22 this morning),   buses have been stopping there for years, this driver and another one said they don't stop there. when many years the  had stopped there before. on this occasion, the driver was rude and aggressive to me as a loyal customer. I've used this service for a long time and this is the first bad experience I've ever had. what other drivers had told me if it's a Dublin  stop we stop here?",2022-03-08
"Second negative experience within one…Second negative experience within one week!!! Yesterday the  x30 going from Donegal to Dublin Airport was late for one hour. It arrived same time as our gate was closed so we missed our flight. Had to book another ticket and wait for half a day till the next flight, thanks gosh it was London and we didn't need to wait till next day. So, never trust buseireann's timetable.",2022-03-03
This  service is always late….I’m…This  service is always late….I’m not Irish I am foreign …not everyone likes a cold ….I’m freezing in the  with no heating on and the drive slightly opened the window…he clearly doesn’t seem to feel the cold coming towards the people behind him…Route 32 Dublin airport to letterkenny. was 15 mins late and it shouldn’t considering that it was coming from Dublin City ….we all have our jackets on and on top of that I have a sinus infection too…brilliant…. driver was extremely nice.no complains about this but I have complains about the whole system….Route 32 on 27th of February 5:05pm from th,2022-02-27
What is the point in pretending this is…What is the point in pretending this is a fit for purpose service.,2022-02-25
"Fantastic serviceUsed your service last night after arriving late from UK.It was such a good experience.The  on time, driver very pleasant and helpful. It was great value for money, and it was good to see so many people using the service.Highly recommend.",2022-02-08
"Always overchargingI use a leap card and I noticed that they keep overcharging me by logging their system into a different route number than the one I am on. Extremely dishonest and when another passenger questioned this the driver was rude and argumentative. I contacted customer service for a refund and they alternate between ignoring my emails and saying the money will be refunded without delay and then not doing this, weeks later there is still no sign of my money.",2022-01-31
"It has happend too many times that …It has happend too many times that  just drove past me even tough it was not full, how rude is that! Ignored the waving! Many times doesn't show up even though it's on the schedule! This now was 214, hate this company!!!",2022-01-15
I was waiting on my  for 11:40 on…I was waiting on my  for 11:40 on the 7th of January 2022 and I put my hand out for him to stop and he didn’t stop right at the  stop now I had my and right out so he could clearly see and I got in the  and asked was it going to Wicklow town and he said what does it say on the fu&@  and u was like sorry and he said yeah could of out ur hand out sooner how rude I’m always using the 133 and there’s never a problem this man needs to go to school to learn how to deal with people disgraceful this  was picking me up across the road from loughlinstown hostipal at 11:40 and was the 133  number is LD326 I actually feel inbarrsed the way he talked to me in front of all the passengers,2022-01-07
For 1  driver on the 245 😎For 1  driver !!Donal o Shea on the 245 out of Watergrasshill yesterday 👍 The Flash!! Arrived on time…swear to god our jaws we’re on the ground! He was so lovely too! Got a return ticket…..and guess what?????? YES 👍 The  arrived at 8pm on the dot and again driven by The Flash so we asked for his name…cos honestly he deserves a review! Most drivers blame the system….so I don’t know what this guy does - but he’s beating the bloody system!!! WHAT A MAN DONAL 😎,2021-12-29
"Incredibly poorI waited an hour and a half for a  that was supposed to come 4 times during that time. Then, the following day, I waited the same amount of time. There is absolutely no point in using Google maps to predict when these buses will come, it is entirely random. It would be great if they could at least let you know that they will be ridiculously late, so that you could plan around that.",2021-12-24
"Left a phone on the last  109 to…Left a phone on the last  109 to Dunshaughlin we were only 2 on the , realised instantly when I got off and made numerous calls and emails, the lost and found were extremely unhelpful, was almost like a TV sketch on joke unhelpfullness. When I got phone back, it was in a wallet case that had clearly been rumbled through and the 50e that was in it had been tak",2021-12-21
"An absolute shower of foolsAn absolute shower of fools, overpriced ESPECIALLY as they are part publicly funded so our taxes pay for their petrol. Either don't show up or are constantly late and they won't fork out for insurance on certain stops so you can't get off the  at a stop that's convenient for you. This rule is also only enforced by d*ckhead drivers - some are sound but it's generally a terrible customer experience.",2021-12-20
"Freezing cold in mid DecemberSitting on  here at the moment from Dublin to Letterkenny...and it's absolutely freezing, and I've a coat, scarf and hat on. Can't understand why the driver hasn't the heating on!",2021-12-18
"Rude driver  was in line wirh my…Rude driver  was in line wirh my friends and was not allowed on because we were laughing in the line, God forbid",2021-12-12
"Late and rude serviceBus late again, service leaving 30 mins later than designated time and workers only advising that it would be 10 mins late. A number of the divers on the Cork limerick/Galway (51)  service incredibly rude. A lot of the drivers could do with a course on customer service. The tone and way the speak to some of the travellers is not exceptable. A serious amount if improvement needed!That being said some drivers are very nice, it's a shame all can't be up to same standard. Really bad reputation for the company. - Regular   user.",2021-12-06
"Lousy service record.Lousy service record.Buses don't show up, connecting buses don't wait for other lines to arrive and the timetables don't match up with different lines.",2021-12-06
" cancelled last minute - nothing newArrived 10 mins early for an express  to Dublin for a flight. Waited 30mins (since often the buses can be late) to find out that the  had been cancelled with no replacement. The next  was not an express so wouldn’t have left enough time to get through security for flight.This isn’t shocking, the   service is unfortunately one of the least reliable transport services across Europe. Leaving this here to ensure others know to have a backup travel option when considering travelling with  .",2021-11-28
"Seat spaces are getting smaller says weekly traveler.Seat spaces are getting smaller. My knees are in bits from the seat in front of me because there isn't enough room for me to sit without my knees being jammed against the seat in front. I'm only 5'9"" so it's not like I'm a monster of a man. Many would consider me short.The toilets are always locked and for literally years I have had to travel for 3+ hours on these busses with no access to a toilet.The Wifi is pretty dodgy too (when it works) and just serves mainly as a data phishing front.I would give them no stars if I could. The cost is too high for the service it provides and more importantly the services it does not provide despite their site advertising as much.The  is regularly late and I have been left up to an hour waiting. Also the front wheel colapsed and nearly came off once while we slid down the road on the belly of the . They did not entertain my request for a refund for nearly killing us all.I once had to offer my ticket to a blind elderly woman because the driver priorised my ticket over her travel pass on a full . Only after I told the driver to give her my ticket and I'd get the next  did he have a change of heart and let her on.",2021-11-27
 was late for 40 min!!!,2021-11-26
The  was 25 minutes late!,2021-11-26
Ducking idiot drivers and time tables…Ducking idiot drivers and time tables it's just sad every day I'm late to work and waiting for  for ducking hour and  should be every 15 min Balincolig to cork,2021-11-15
 drivers here are a bunch of… drivers here are a bunch of junkies. they will leave you wait fornup to 40min and no one is bothered!!! no customer support at all. I would encourage anyone in Ireland to use their own transport as  eirean will let you down BIG TIME!,2021-11-09
"Absolute joke of a companyAbsolute joke of a company! Route 120 is nowhere on their website? What the heck? And to top it of, zero customer support!! What a rip off company! Its still 80% cheaper for me use my car and paid for diesel then use this daylight robbing thieves!Talking about encouraging you to use public transportation!! NOT",2021-11-07
Beyond uselessOnly   can leave you waiting 45mins for a  that comes every 20mins,2021-11-05
"Grand if you haven't a scheduleCurrently on the . The  is over half an hour late. The driver isn't going as fast as he could either. It was on time to begin with but the timetable is not realistic at all. It does not take into account that people may have issues with  passes, booking emails etc these things are slowing the service down and when the driver is slow too it doesn't help. I'm on my way to catch a flight. If the  was running on schedule I would have my been in two hours before my flight. I will be driving from Donegal from now on.Don't be relying on them to get you anywhere on the time it says on the timetable.",2021-11-05
"Worst service i have ever used in my…Worst service i have ever used in my life. Buses constantly late, most drivers (though not all) incredibly rude and i have often been left standing at a  stop with a no show . I rang their customer helpline and they didnt know why the  had not shown. Then i wanted my money back had to post my ticket to them and they eventually rang 3 weeks later to say they never got my ticket even though it was posted to the right address. They are a bloody disgrace of a service and i recommend you find better means of transport like a donkey and cart.",2021-10-28
UPDATE:I refer to my previous review and am very pleased to acknowledge a positive and satisfactory response from  .,2021-10-07
"GestapoLady, 61 years old was kicked in the chest (yes, boot to the chest) by   driver for having her mask underneath her nose when boarding the .She's now in Mercy hospital A&E waiting to see a doctor.What is the world coming to?",2021-10-04
TerribleFirst world price for a third world service. I regrettably used this service for one year when I was attending college and it was horrible to say the least. Students should not be sharing a  with alcoholic scum low life's and dole lifers.,2021-09-27
Very helpful driver on the 111 8am…Very helpful driver on the 111 8am service from Trim this morning. Made our journey very easy.  Really appreciated his help.,2021-09-23
"  is an absolute disgraceBus  is an absolute disgrace, every single day without fail the 343 route is late , today (September 14th 2021) the  was 20 minutes late and it was absolutely lashing rain so I am mow soaked and late for college, the  drivers are so ignorant and rude , the fact this is our national  service is an embarrassm",2021-09-14
Very bad service when  never turns upI was waiting for the 8.15  Sunday 12th September and it never turned up... I ended up being late for work.... tramore service needs to improve as its not the 1st time I have been late for work.. u need more driver's.... Tramore  service needs to  be improved,2021-09-12
I use there service only sometimes but…I use there service only sometimes but every time they late 30 min or more terrible service worst of all!!!!,2021-09-11
"Cork  is uselessReally really bad transportation. The time when a car gets to a point faster than a  means that something is very wrong with the city. In Switzerland when there is even an accident or a major trafic delay, the  always has priority to move along and pass through  specific routes. In cork it is simply unreliable.I understand cities have lots of traffic but the  being late by 25 mins. More than 3 times a week is just unacceptable.Get the roads fixed. More priority lanes and  specific lights to properly control trafic.Take a taxi or rent a bike. The  is just a waste of money and a stress giver.",2021-09-08
FALSE AND MISLEADING TIME TABLEBuses always late and several cancelled when buses are late i have noticed dangerous driving and speeding to make up for lost time   is no longer fit for purpose the sooner the company is wound down and private company formed the better   a laugh and a Irish joke false and misleading time tabl,2021-09-01
There is no greater pleasure for some…There is no greater pleasure for some drivers than running fast behind the back of a passenger who needs another two meters to walk to be at the  stop. Many times. Thank you 🤮🤮🤮205 and 220,2021-08-27
TRALEE TO DINGLE 2pm  CANCELLEDTRALEE to Dingle  at 2 pm always late 20 to 30 minutes later every day misleading time table misleading advertising so what i would say the 2pm  from Tralee to Dingle is no longer availabl,2021-08-24
I was waiting for the  and when I…I was waiting for the  and when I got to get on he was being very rude keep in mind I am 14 and there was loads of seats there was a man knocking on the window hoping ta get on cause to see his son and he ignored him know I am waiting for the next  and I had to get back buy 2 and I have a return ticket now I’m after wasting my time on this company it’s just a joke now I’m left standing in the middle of Waterford with no money for water on this hot day and my phone is gonna die and I have no one to contact this is service is just shocking,2021-08-24
"GarbageGarbage. This is not a service its a joke and a bad one at that. I was left standing in Achill County Mayo despite me being on time there was no sign of the . After a few calls to   I was told he was 10 mins away. More than 30mins later he turns up to inform me that it will be one hour before he can pick me up? What is that all about?! His attitude was also totally unprofessional. So I and two others missed our appointments. If the  drivers can't be arsed turning up why advertise the service?I bought a return ticket which of course I couldn't use as I had to make other arrangements. Money wasted for a non service. Never again, I've been pissed about by  Error for the last time.",2021-08-14
"What’s happened to  ?It’s sad to see this service deteriorate more everytime I come back to visit Ireland. I tried using your services to get to Blarney and Kinsale, I was trying to show a friend from Brazil around but embarrassingly enough I couldn’t rely on the National  service and buses either didn’t show up or service  stops had been altered but no information was given. For a National  company it’s really sad that it’s so completely unprofessional and lacking in so many ways.",2021-08-12
So gratefulI slept tough alarm clock and was running late and couldn't get nx  express to Dublin. I got on 109 which takes ages gose though all other towns would definitely be late. Asked the driver of 109 how long it takes to Dublin with 109 that I missed Nx and just got on but he actually stopped after few stoppes and stopped nx that was coming our way and said get on he will get you to work on time. Was my first week in new job didn't wanna be late so grateful. So kind when was my bad thank you.,2021-08-12
"The website is  inefficientThe website is  inefficient, unreliable and time consuming.",2021-08-10
"Still waitingBeen waiting at a local local route  station in Clonmel. I have been here since 4pm, the  was due to depart at 4:15,  never arrived and now i have to wait until the 645 .Thank you so so so much   for justifying my dislike of the company and reminding me of why i hate paying ever more overpriced fares for a service that just gets worse and worse.",2021-08-09
"always late, doesnt stop, rude drivers.absoultely awful. not only these buses are late everytime, they often dont stop even when there are people waiting at the  stop.there has been many occasions where i have been left stranded on  stops  for hours, or have been late to work after waiting for 40 minutes on a  that doesnt come.the drivers are also very rude. i have also had many horrible experiences of   drivers making sexual comments about me, knowing i have a student leap card.if you are planning a trip, please order a taxi or take a Mathews . save yourself the trouble of being late, or being harassed by these sick drivers.",2021-08-06
" consistently leaves  stop up to 20 minutes late or early. Have to wait up to 40 minutes every time.I take the 241 in East Cork every morning and afternoon to and from work. This  is never on time, it has left 20 minutes early and 20 minutes late on many occasions, leading me to consistently have to wait at the  stop for up to 40 minutes. This morning I arrived for the  17 minutes early and waited 35 minutes only to realise that it had left before I arrived and I couldn’t go to work. I don’t understand why these drivers find it so difficult to stay even 10 minutes within the schedule at the very least.",2021-07-21
Left female friend stranded in cork…Left female friend stranded in cork city  Sunday 22 miles from. Her home with the 233 been cancelled on the 18th of July,2021-07-18
"Driver on his break an excuse for leaving lateLike many people who review  Éireann through this forum, I am not satisfied. I do often wonder how you manage to keep the staff you have and recruit new staff. No wonder there have been driver shortage issues in recents weeks and months in Waterford City.On my most recent journey, the route 40  was 14 minutes late leaving Waterford  Station due to the driver being on his break at that time. This shouldn’t happen and if it does the timetables should be changed to accommodate same, or else change the driver rosters. Luckily he told us that it was his break time, most of the time they leave the  full of passengers waiting with zero explanation of why we are not leaving on time when everyone has boarded, as was the case last week.To future readers of this and current/future passengers of  Éireann, I would recommend using an alternative company such as Dublin Coach where possible as their buses are more comfortable, cleaner, MORE RELIABLE, and the drivers are rarely rude and are able to successfully communicate with people.",2021-07-10
I'm not stopping for you!The 202A  from Knocknaheeney on June 27 arrived at the Wolfe Tone St  stop at 2.30 with a  Full sign up. I was the only person at the stop and as it passed I counted at least 2 empty seats! The  pulled in about 20 yards beyond the stop and left 2 people off and pulled away immediately before I got the chance to get there. Is this   policy? How can you expect people to respect  staff when this type of behaviour is tolerated. I expect I'm wasting my time with this review as there seems to be no accountability.,2021-06-27
Lost WalletThe inspector in Parnell Place was very helpful at retrieving my lost wallet. Only took 20 minutes to track it down and was returned within an hour.,2021-06-16
"Can't be relied onI've been relying on this  service for 4 days and they've already f*cked my schedule sideways. I could go on forever with complaints. Ive been waiting for a certain  for 2 days as it says it everywhere on their timetables and I was never informed that it was cancelled, even when asking about the schedule. When sitting at their  stations you'll get multiple ppl asking if you've seen their . I've also noticed that people have been getting rejected for not having change or having a ticket, which is unbelievably pathetic, you cant reject a passenger and get p*ssed off at them because they don't know how to work your machines or because YOU don't have change, leaving them stranded with nowhere to go. Oh, and fix your wonky machines because they keep trying to charge everyone twice as much for a return ticket. I could go on with many other complaints but I think it's already well known across all Ireland that this  service is A$$.",2021-06-12
" says out of service on front...Standing at the  stop at heuston Station today waiting for the 115. My  ticket is paid for already and  is due to arrive at 9.43 to go to mullingar. A  drives by that says ""out of service"" on the front and then on the back its says as it drives by it says 115.  How the hell are you supposed to use a  service that can't even put the number on the front of the  ??!! This is the second time this has happened to me. Pure Incompetence. Rarely on time and usually dirty buses as well. Stay well away and use a different  service!!",2021-06-10
"Rude DriverHiI just want to inform you the  driver on the 17.00 to Donegal  is rude to customers. I will not pay again to travel with  Éireann again.There was a delay with the ticket checking before I even arrived. And he was aggressive towards me because my boyfriend went to the toilet shouting at me saying it was my fault we were late. He shouted at me that the ticket was already used, it wasn't!!!!!! I'm not a liar maybe you should learn to use your ticket machines.Then became I had a shopping bag shouted again aggressively to put it under in the luggage truck.If there is anything stolen or missing I expect  Éireann to reimburse me.No wonder you have to cut services when you give customer service like this.Not a happy customer.",2021-06-05
"Very rude  driversBus drivers are really rude and get agitated by everything for no reason.Terrible service, they cut routes alot without informing passengers too.",2021-06-01
"The worst  service in all of Europe.The worst  service in all of Europe.-Rude, arrogant, unhelpful drivers-unreliable buses, sometimes early, very often very late. Sometimes they don't show up at all !-overpriced-dirty",2021-05-25
Great way to get aroundGreat way to get around Ireland,2021-05-24
"Just an overall poor and unreliable…Just an overall poor and unreliable service. Not to mention routes being constantly cut, most recently the route 51 times.",2021-05-22
"Terrible driverI took the  from william street, limerick city on 19th of may at 8.50pm, while making payment with my  card, my card fell into the side of the barricade and when i asked the driver if he could help me get the card he said it’s not possible that theres nothing he can do about it and the card is gone. He went on to say i was blocking the queue and i should move to the side, he was not helpful to me at all and he was also very rude, knowing fully well my card just fell where i could not reach it. Thankful for the kind people behind me who helped me get the card out. Very terrible service from the driver, absolutely appalling. Terrible service, people should not be treated this way.",2021-05-19
"Me and my partner waited for a busMe and my partner waited for a , that like an obese porn-addicted 50 year old man, never came. The  due afterwards also failed to arrive and my disappointment was immeasurable and my day was most certainly ruined.",2021-05-14
"Extremely unreliableHonestly, giving this  company one star is being extremely generous at this point.",2021-05-07
"The  driver pulled away without…The  driver pulled away without letting a single person on, we booked our tickets. Very upset and saddened",2021-04-29
"Most unreliable  service possibleMost unreliable  service possible. Terrible website, I’ve complained to them many times when I ended up stranded in a random town in Ireland trying to get to another one, only to be told that the  I was waiting for is not running anymore, even though there isn’t not mention of this on their journey planner website. Utter nonsense, that’s this has been going on for years without change.",2021-04-25
"The worst company everThe worst company ever, unreliabl",2021-04-24
