Review,Date
"Appalling serviceBus Manchester-Lancaster-Glasgow 1hr late. Glasgow passengers allowed on, everyone else told 'bus full'. Company policy no refunds. Told 'we may provide another bus but if we do no idea when it'll arrive'. Lie upn lie. You can clearly see seat reservations when booking so how could there be around 40 surplus people? 4 of us ended up getting an Uber for £96. The M6/M61 fine so the hour delay 'due to traffic' also nonsense.",13 May 2023
Our experience was too too badOur experience was too too bad. Customer service is very poor and their behaviour very rude when we trying to ask for guidance.,13 May 2023
"Great price, great service!I had to book a mega bus from London Victoria to Nottingham last minute as my stage coach bus was late so missed my connection. My phone died (perfect timing) I explained everything to the guy at the help desk and he printed off a copy of my ticket no problem.Driver was very friendly, service was great with no delays. Plenty of space and leg room as well 😃Very happy after a stressful day.",04 May 2023
"Just don't bother, the service doesn't show upMegabus claims they have tracking and live arrival boards. It's a lie. There's zero information, they turn up hours late, if at all, and there's absolutely zero information. Customer service work 9-5, so help is NOT available.",13 May 2023
"The bus was delayed for more than an…The bus was delayed for more than an hour(18.00) but left London at 19.46,and I signed up for text alerts and didn't receive any text messages for my entire trip,the bus driver missed my bus stop in Northampton went round in circles!!",06 May 2023
Friendly driver on timeFriendly driver polite and on time . Arrived at the destination on time no fuss,08 May 2023
"Rubbish megabus, bought a ticket but no rideI waited for an hour at the station and it was raining but no Megabus bus, and no refund. During the hour I saw national express buses coming one after another and many other buses but no megabus buses. I thought I was just an example, but then I saw a lot of people on the internet who had similar experiences and many more who were more distressed than me.",11 May 2023
Dangerous and against the law    On our journey home the driver spent…On our journey home the driver spent long amounts of time in his mobile phone. Both texting and making phone calls!!! Horrifying:( whilst driving on the motorwayThere was a leak behind our seat where water was running down to the front of the bus. This wet our bags through.,10 May 2023
"Nice with Wi-FiNice, cheap and Wi-Fi available, still much more cheaper than trains!",09 May 2023
"Great serviceService was on time. Driver very helpful, informing us if we had time to get off for a break at certain stops. Great value for money.",04 May 2023
It's never going to come on time. It's always going to be postponed.It's never going to come on time. It's always going to be postponed.Always late 😡,10 May 2023
"Mega-S*iteHad to cancel a personal trip for my partner, losing a parent and now can't even go to the funeral because they would not offer a refund. Megabus more like mega-s*ite will never use this service again, and do NOT recommend.",10 May 2023
American crapAmerican crap.  No telephone customer service (apart from a loop waiting android woman saying no one available) megabus is a ghost of a company that tricks customers ( doesn't provide reliable services),11 May 2023
"Filthy bus!I’ve used megabus a few times before, but the most recent time I used it I was so grossed out the whole journey because the bus was insanely filthy. Had to search up and down the bus to find a seat that didn’t have crumbs or melted chocolate on and settled for one which was less ‘crummy’ than the others only to find a bogie smeared in the seat in front. Ew ew ewwwwww! Moved to another seat obviously and there was gum on the tray table and in the handle as well as a crisp packet, I would try and name what the other stains were but I actually couldn’t tell. Don’t know when the bus was last cleaned but by the looks of possibly never. Bus was also really hot-the air conditioning just blew out lukewarm air. Feel like I need a shower after this lol…Bus driver was nice and journey took the expected drive time that’s the only good thing I have to say.",11 May 2023
"Comfortable but schedule wrongComfortable journey but schedule is wrong. Early and waiting at Reading, Coventry and Birmingham the coach was 9 minutes late to Manchester Airport. This is the second time it has happened to me with no traffic issues and clearly the schedule needs bringing forward at Reading Coventry and Birmingham so the coach can get to Manchester Airport on time. Thank you",06 May 2023
The bus was on time no delays,05 May 2023
The bus from Liverpool to Preston …The bus from Liverpool to Preston  delayed. The driver informed his colleague that he had passengers connecting to glassgow and the bus waited for us,06 May 2023
Toilet not working though we stopped 2xHrest service but toolet mot eork,07 May 2023
Return Bristol to LondonAlways on time and great service,05 May 2023
Driver was efficient and got back to…Driver was efficient and got back to Bristol super early,06 May 2023
"Bus never came at 11.30pm from London…Bus never came at 11.30pm from London Victoria to Glasgow ,It said over tannoy it broke down ?,never got a replacement bus til 14:38am .I have used Megabus for years and a loyal customer but sorry it was a disgrace ,young babies ,old people had to move from stance 19 to stance 4 .no updates very bad .James gold",08 May 2023
We need internet on boardYou were on time as always but there was no internet onboard.,06 May 2023
"No complaintsNo complaints, always had a relaxing journey.",06 May 2023
Megabus.Reliable and convenient hours with good prices.,04 May 2023
There very good on time unless traffic…There very good on time unless traffic gets bad comfortable seats,07 May 2023
My travel to LondonThe price was very good and the service was great. The drivers there and back was very friendly. Thank you,07 May 2023
"Journey was straight forward no…From Cardiff at 14.30 to Birmingham 17.00. Journey was straight forward no problems, driver was polite and alert passengers their destination. Driver arrived on time at pickup and drop off. Cheap booking and reservation extra we paid for long feet area. Relaxed on journey and also fell asleep. Soon to try Birmingham to London.",08 May 2023
Broken sockets no rubbish wi go and…Broken sockets no rubbish wi go and smell,07 May 2023
"Megabus UK Tried To Destroy Aussie Guys Golf Trip Of A LifetimeMy mates and I are organising a golf trip of a lifetime to Scotland and Ireland in July. We are all making our own way to Glasgow on Sunday, July 9th and then begin our 3 weeks of fun.I am flying into Manchester and then was going to get a bus or train on the Sunday to meet my mates. We booked our flights back in November 2022 but couldn't book connecting bus / train trips until now( why this is the case is beyond me ? )When I tried to book bus / train, nearly all booked out, apart from a bus using this "" service ""  I booked the journey as I needed to get to Glasgow and paid the fare. When I submitted the payment, I felt, hang on, there may be a baggage allowance which doesn't apply when you book a coach in Australia. Since that time, they refuse to accomodate my needs and more importantly, will not refund a fare I will now not use.I have found their behaviour and lack of being flexible in an unusual situation disgraceful. No consideration for the situation, I am not a regular UK citizen who uses these services all day and every day and since when do you pay for a service you don't use ?I implore every person who wants to sue Megabus services to not consider them at any stage of their plans. I have never come across such a company who obviously don't care about the experiences of their current and or future customers. Remember, don't do it !!!!!",10 May 2023
Driver was friendly great sewe love megabus travel rvice.Driver was friendly great service.,07 May 2023
I couldn't travel because I was sick…I couldn't travel because I was sick and I couldn't get my refund.,08 May 2023
Travelled overnight and driver called…Travelled overnight and driver called Kevin was inconsiderate and had his radio on loud and throughout the night the two drivers were speaking loudly to each other. No stop was made for toilet break on journey from London Victoria to Edinburgh.,30 April 2023
GoodGreat lovely good job,05 May 2023
"The lovely Mega busThe Mega busMy experience is the price is reasonable, punctual, comfortable, and clean  .I travel from London to Newcastle for the first time I really love it I will continue to use mega bus next time as well.keep it up your great service.  Tewodros Tesfamariam from newcastle",09 May 2023
"Comfortable and affordableOn time. A very good driver, helpful and polite.  Comfortable bus.",08 May 2023
Toilet was not clean and there was no running water,06 May 2023
There was no Wi-Fi no light in the…There was no Wi-Fi no light in the toilet almost fell over,29 April 2023
Stink their buses with E cigsStink their buses with E cigs. Every other passenger were chonging on E cigs. And it stunk the whole environment in bus. Somone pressed stop bell about 7 times and no one come upstairs to have a look what's going as there were 2 drivers on the bus. A young teenager was bullied by a pisshead on the bus he pressed bell to get attention no one bothered. Dont feel safe to travel on mega buses with family.,03 May 2023
"As I was travelling to the airportAs I was travelling to the airport, punctuality was very important and the bus left promptly and arrived exactly on time at the airport.",06 May 2023
Bus was clean and on-timeBus was clean and on-time. Driver was friendly and helpful.,02 May 2023
"It was on timeIt was on time, friendly driver, easy travel, no delays",03 May 2023
The coach was on time and very…The coach was on time and very comfortable with access to charging mobile.,05 May 2023
Late ArrivalYou guys got me to my destination late which caused me to miss my tour. And I had to spend extra money and time to reschedule it.,02 May 2023
"Comfortable, reliable journey-rude driverThen service was reliable and the journey comfortable but the driver that handled my luggage was rude. I had a soft carry on bag, the same one I took on previous journeys with megabus yet the drive insisted I had to put it with all the other luggage as he deemed it too big .. Despite mentioning that it easily fits under the seat or safely on my lap as megabus t&c states he threatened not to allow me to travel unless I completed with his demand.",05 May 2023
The drive his friendly,08 May 2023
"Smooth journey.…Our experience is beautiful with Megabus ,no delay and cheap ,compare to other companies.",07 May 2023
Recommended megabusFirst time using megabus and I am going to use again as I never thought it will be so good and comfortable I recommend megabus,08 May 2023
Excellent serviceThanks Mega Bus service . it was very excellent service and comfortable. I am happy with Mega bus.,06 May 2023
They should refund money to people who…They should refund money to people who missed thier buses or cancel thier traveling or allow people use thier ticket if thier trip is canceled,17 April 2023
Over 2 hours late getting home.Over 2 hours late getting home.. no update or explanation during the journey. Prebooked seat which was occupied to be told email for refund.. complete disaster.. avoid,07 May 2023
Good value for money!The coaches were clean and on time. The drivers were pleasant and helpful.The coach heading towards London (operated by Megabus) was more spacious and had better leg room than the coach returning to Cardiff (operated by Adventure Travel).Very good value for money.,01 May 2023
Very much comfortable and convinient,04 May 2023
Cheap and cheerfulThere great megbus and pretty cheap.even if book late .there pretty decent.also travel times going and return,07 May 2023
Always very good price with great…Always very good price with great Services.Thank you !,05 May 2023
Unreliable serviceOn 4th may bus was due at 150am from Bradford to Manchester airport and it was 1 hr late!!! No notification eventhough I paid the extra 45p to get sms re delays. Also tracking wasn't available. Absolutely disgusting and unreliable service. Never again!! I have written a complain but no response.,03 May 2023
On time and option to stretch legs at a…On time and option to stretch legs at a service station,06 May 2023
"Prompt timingsPrompt timings, cleanliness and efficient",01 May 2023
The bus schedule was on time and the…The bus schedule was on time and the driver was very polite,03 May 2023
Great trip to London for the Kings…Great trip to London for the Kings Coronation. Jed the driver was very friendly and professional. Made it a very pleasant journey from Derby into London VictoriaFor the price you can't knock it,04 May 2023
The service is excellent the driver…The service is excellent the driver drove well,04 May 2023
Fantastic experienceFantastic experience. Very attentive driver who stopped to let passengers have a coffee at the service station. Bus was punctual and very well driven.,07 May 2023
CheapOn time and good value,07 May 2023
"Superb after initial concernsOn time, very fast. However, noticed the Gatwick Airport ticket kiosks were taped over an read 'Service Suspended'. The pole with the Megabus sign was rusting; unlike other service providers'. We feared there would be no coach although we had booked online. As Canterbury residents this is a very desirable route, but the empty coach makes one wonder how long this route will remain.",05 May 2023
"Very friendly driverVery friendly driver, very straightforward journey",28 April 2023
"Coach was not a megabusCoach was not a megabus. Had my sister not been with me I would have missed it!Bus was packed, some people had to go in taxi! Not enough seats on replacement coach.",07 May 2023
I am so happy and good service,06 May 2023
The toilets were smelly and no toilet…The toilets were smelly and no toilet paper,07 May 2023
Very hot and uncomfortableVery hot and stuffy coach with no working aircon. Was sweating the whole way through.,04 May 2023
"Very happyThe bus was on time and clean on outward and very clean on return, also the drivers on the outward/return journeys were very clean with their instructional information. The guys who took our bags had big smiles. outward 2nd May return 4th May",01 May 2023
"On time performanceOn time performance, courteous drivers, clean bus, no hassles if you have booked the seats in advance, toilet on the bus in case of emergency, comfortable ride.",04 May 2023
You cancelled my return coachYou cancelled my return coach. I requested a refund but have only been offered vouchers. Not acceptable.,03 May 2023
Was great.Thank you.,07 May 2023
There were no delays along the wayThere were no delays along the way. We departed at the exact time we expected and arrived in time. I was impressed.,07 May 2023
"Great service in horrible weather!Excellent driver, in horrible weather conditions. Bus completely clean despite the weather, baggage stowed quickly and efficiently and as always a very good price.Thank you Megabus.",07 May 2023
They got me a private taxi home as bus…They got me a private taxi home as bus full !,05 May 2023
"My bus was changed during journeyMy bus was changed during journey, and there were no reserved seat after change",05 May 2023
"GROSS DELAY IN RETURN TRIP - LON-MAN - 7-5483-080523-MIXN-1200-LON-MANMy return trip yesterday supposed to leave London Victoria @ 12noon was delayed for 2hrs, unfortunately i had to go after waiting for over 2 hrs, i came back to Manchester by train.I need a refund & Compensation for wasting my precious time & paying for Train ticket. You can contact me on my +447572919714MAME - Morolawun Emmanuel.Thank you xx",08 May 2023
My last trip from Manchester Shudhill…My last trip from Manchester Shudhill to Portsmouth was great.,07 May 2023
I was made to buy 3 tickets for having…I was made to buy 3 tickets for having g 3 cases even if the third case was a hand luggage less than 12 kilos.  I needed to catch a flight so I had no time  to  argue but paid for 2 extra tickets,05 May 2023
On time leaving Victoria Station London…On time leaving Victoria Station London It was such a pleasant journey to Newport and on time arriving would certainly use again good value as well,08 May 2023
The driver that bought us into…The driver that bought us into Manchester was very Efficient.He diverted to pick up passengers that were stranded with a broken down bus.Arrived well in time into Manchester.,05 May 2023
"The bus is confortableThe bus is confortable, there's a bathroom. But the area to hand's bagage I found a little small. My backpack didnt fit.",05 May 2023
"Booking was straight forwardBooking was straight forward, the bus left and arrived on time and the drivers were polite and helpful.However, the bus stop in Cardiff has moved, there should be more notice given to passengers about this change.",27 April 2023
TERRIBLE SERVICE ..we was not picked from the pick up…We was not picked from the pick up point. Stood round for over an hour before we were packed in to a tiny mini cab with two strangers Terrible. payed for seats we could not have.told by driver he uses them .on his mobile phone all the way very dangerous.when I complained to the company was fobbed off.,30 April 2023
SatisfactoryAlways on time and the drivers are well experienced. Kudos to the company.,06 May 2023
Timely arrived as profound,07 May 2023
Good clear and simple travel,05 May 2023
"Booked my ticket from Heathrow athrow to…Booked my ticket from Heathrow to Edinburgh, clueless staff nearly made me miss my coach, insisting that, the ticket indicates Heathrow not Victoria, I have show her on the ticket it indicates Heathrow to Victoria and Victoria to Edinburgh, and reserved a seat and was forfeited from me by a member of staff, very bad experience",02 May 2023
First time using the Megabus service.We were shown to our reserved seats by the driver.Very comfortable with plenty of room. A very good service at an excellent price. Journey was 4 hours from Birmingham to Victoria Coach Station in London. A little long because we called at Reading and Heathrow Airport. Less than 10 minutes wait at each so no problems. It was our first time using the Megabus and we found it most enjoyable.,03 May 2023
Drivers are very helpful amd polite,07 May 2023
uncomfortable and thirstyThe comfort of the seats from London to Glasgow was not very good and there were no stops with an option to stop and buy a drink meaning I was very dehydrated for the journey and when I did ask at 1 of the station stops I was told I could chance it but once the bus was loaded with the new passengers it would leave with or without me. The staff on the bus did take the opportunity  at each stop to smoke a cigarette while loading the new passengers and luggage in full view of them.,04 May 2023
Plenty of room comfortable seats and…Plenty of room comfortable seats and helpful drivers,07 May 2023
"The original booking was cancelled at…The original booking was cancelled at short notice, resulting us having to change the Uber booking and getting a much earlier coach than necessary. At Pool Meadow coach station, the bus driver did not park the coach near the automated door, this meant that we had to drag our suitcases all the way down and back to where the coach was parked outside.",05 May 2023
Stress free travel to London …This was the first we’d ever traveled with mega bus and we’re so pleased with the whole experience… from making the booking on line to the comfort of the coach and the professional helpful drivers we would definitely use this service again,05 May 2023
Luxury Coach!!Luxury Coach!!! Punctual. Polite driver.Helpful Megabus representative at The Bristol change over stop to answer a query and presumably ensure that people don’t leave litter in the pavement.Last year Birmingham and Bristol stops were littered and so very depressing.,07 May 2023
"On timeOn time pick up on both journeys, not too many stops from Hull to Manchester but was surprised that the bus was then going to Birmingham, Reading and London. How many hours would some of those passengers been on the bus.",09 April 2023
The bus was delayed by 28minutes and…The bus was delayed by 28minutes and the Wi-Fi on the bus didn’t work throughout the trip. It would also be nice if there is a bit more hygiene for the toilet users.Thank you,08 May 2023
"Having used the Megabusus for the first…Having used the Megabusus for the first time ever at 78 years old,I cannot understand why we have not done so before.The ride from Hull Interchange to Leeds enroute to the Leeds Bradford Airport was so quick and relaxing that we will do it all again.Add to this a very competent and likeable driver plus very reasonable fares,it's a no brainer.",23 April 2023
"The on board toilet facilities were not…The on board toilet facilities were not very good,no tissue or soap and a dirty hand towel to dry hands.No stop for toilet break,access to on bus toilet not suitable for elderly person, but driver allowed people off for a smoke break???",04 May 2023
No wifi was there,07 May 2023
Good service,05 May 2023
"Bus from Glasgow to Manchester was on…Bus from Glasgow to Manchester was on time and driver and luggage person was so friendly, travel there was great as well!. Bus from Manchester to Glasgow was delayed half an hour but the driver couldn’t be any more apologetic and the travel was great as well! Both buses where clean",03 May 2023
Really well organised and very helpful…Really well organised and very helpful staff both for departure and arrivals.,04 May 2023
Megabus surveyThe bus service is Friendly and on time.,08 May 2023
Very bad experience I never suggest…Very bad experience I never suggest anyone,04 May 2023
I was unable to travel due to having an…I was unable to travel due to having an accident over the weekend before I was due to travel so cancelled my trip with you and asked for a refund which I'm still waiting on,01 May 2023
"Make sure you get to bus station earlyThis is the 3rd time I have booked and reserved seats with megbus and the 2nd time our reserved seats were not available, this time the seats were missing as it was a replacement bus. We did however get seats downstairs. This would not put me off using megabus again",05 May 2023
"USB chargers not workingUSB chargers not workingDirty toiletDriver not communicating with passengers (during stop didn’t say any single word-how long is break, when we are living. Nothing)",06 May 2023
My reservations were cancelled a week…My reservations were cancelled a week before my travelI had to book trains :-(,08 May 2023
Really cool alternative to the national…Really cool alternative to the national white busses with blue and red writing though those are great as well the mega buss travel were comfortable and a amazing amount of really cool determined drivers through all conditions thank you for the enjoyable and safe journey will be so happy to travel again and ever recommend to people going more north than the national ones if ever asked how mega buss are enjoy your day or night ✓,06 May 2023
"Kind crewYour crew are very, kind,patient and they drive professionally",06 May 2023
"The seats, are uncomfortable.The seats are uncomfortable.",06 May 2023
Everything was fineEverything was fine.Really good experience,06 May 2023
"Poor facilities on busIt was late at all stops. I'd expected wifi, none. I'd expected an on-board lavatory,  none. No effort to make a comfort stop",03 May 2023
Great journey on Glasgow to London Megabus.Great journey. Lovely bus. Driver was lovely. So courteous and helpfull.Will travel with Megabus for all journeys.,29 April 2023
"Cheap prices and decent comfortCheap prices and decent comfort, drivers and staff are very helpful. I have 4stars, only because there is ALWAYS room for improvement.",02 May 2023
Because of the Non refund policy.,07 May 2023
"Horrible experienceHorrible experience, bus came very late, no proper boarding address, no application to book a ticket, worst experience always even I have checked with public no one is happy with the megabus",03 May 2023
good customers service well done.,08 May 2023
The best driverThe best driver - ever.,26 March 2023
"I had a good and bad experience with…I had a good and bad experience with Mega bus.The coach going to London was over 1 hour late and when it arrived it was a white coach without the Mega bus logo or colour blue, which wasn’t a problem but I found the staff rude and patronising.  The on board toilet didn’t work and was locked. So passengers had to ask the driver/staff several times before the coach was stopped in order for people to be able to go to the toilet.  I am a 55 year old intelligent woman, however I had a rude member of staff telling me not to go too far!  I’m not a child! I just wanted to use a toilet!The journey back to Birmingham a few days later was better.  The coach was early and the toilet on board worked and was clean.I used this mode of transport because it was cheaper than the train and due to spending a lot of money on my Post Malone ticket and London hotel, the cheap fair helped keep costs down so overall very good value for money.  You seem to get the best priced fares if you book well in advance like I did.  The two tickets only cost £11:30.  I spent more money on a coffee and sandwich in London than that.I acknowledge your reply, however from reading other reviews, your cut and paste reply means nothing if you aren’t actually going to take action and improve your services.",03 May 2023
Everything was ok,02 May 2023
Got me home quickerThe coach left Lindkn on time and due to low traffic we arrived in Cardiff earlier than expected. Happy Days! The driver was pleasant and the coach comfortable.,07 May 2023
Nightmare journeyNo information on the journey broken toilet before the bus even left. When asked if I had time to go to the toilet at a stop was told there was one onboard that had been miraculously fixed,05 May 2023
The was so comfortable and relaxing....The was so comfortable and relaxing....On time....Every time...,07 May 2023
Booked 2 ticket which is actually same…Booked 2 ticket which is actually same bus in a difference of 1 minute only,04 May 2023
Smell bad ...,02 May 2023
"The bus was 25 mins late, no prior notification or apology. There was no toilet roll and there was also no water to wash hand. It was such a bad experienceMy experience from Newcastle to London on 8th of May. The bus came 25 mins late, no prior notification nor apology. Also, there was no toilet roll in the toilet and there was no water to wash hand, It was such a bad experience .",08 May 2023
Cannot change date lack of flexibility,06 May 2023
"On time comfortableOn time, easy going polite staff. Seat ok (just) I’m 6ft4.",05 May 2023
"I’ll not bother with megabus againDriver in training was lovely, however the toilet was broken, the older driver was openly jaded and not bothered about being late, ended up over an hour late in arriving. I’ll go back to my regular company next time",08 May 2023
Our trip was an awesome experience,05 May 2023
"So much better than the trainCheap fare. Lovely driver. Perfectly timed and comfortable, clean bus. What more does anyone need!So much better than being crammed onto a filthy train that would probably get cancelled anyway.  We will be using the mega bus a lot more in the future.",06 May 2023
The bus from London to Bristol on Our…The bus from London to Bristol on Our way back was poor. The smell was horrible coming from the toilet  I had to cover my nose all the way back.,06 May 2023
On timeEasy Booking,08 May 2023
"This bus service was amazing. I can't believe it that was surprised for meMy personal point of view, this bus service was very well mor than others vehicle. I have enjoyed everything so much.But I have found one of the problem that is the toilet.We hope the toilet will be clean.",06 May 2023
Bus was nice and trip was in time,04 May 2023
The trip from Birmingham to Heathrow…The trip from Birmingham to Heathrow Airport  on time all good but rude driver.,07 May 2023
Seats comfortable and fairly quick…Seats comfortable and fairly quick journey to Manchester the drivers kept us informed of where we were stopping and what was happening,06 May 2023
"Behaviour the drivers,making it to…Behaviour the drivers,making it to provide help for passengers that make a great experience and price of tickets compares with another companies as well.",08 May 2023
On time driver was very good and got…On time driver was very good and got into London 30 mins early,04 May 2023
A to B no problems bang on time,08 May 2023
"Great serviceGreat service, on time, no messing about with loo breaks, brilliant will recommend to my family & friends",05 May 2023
"All on timeAll on time , friendly driver .my only negative is when people chose to sit in my reserved seat !! I tell them to move , but my daughter who gets the bus isn’t confident enough to do this so is a bit frustrating when you have paid extra for that seat .",06 May 2023
"Coach arrived on timeCoach arrived on time, and arrived at destination early. Coach was clean and tidy and a good driver.",02 May 2023
"Cheap tickets but leg room is awefulCheap tickets but leg room is aweful, coaches are either way too hot or too cold. Paid extra to reserve seats and found they where worse than the cheaper ones we reserved on the way to our destination",06 May 2023
Fantastic service,06 May 2023
Nice-clean-great time keeping-big leg…Nice-clean-great time keeping-big leg space.Highly better than NatEx.WI will use it again.,02 May 2023
"Very smooth journeyVery smooth journey, and arrived earlier than estimated",08 May 2023
Late arrival @ Coventry then broken…Late arrival @ Coventry then broken down .,04 May 2023
Leeds to NewcastleLeeds to Newcastle.  The bus was 15 minutes late but because I could track it real time and knew exactly when it would arrive it wasn't a problem. Otherwise the journey was the expected 2 hours. Very happy to use again.,07 May 2023
I have reached on time but the bus was…I have reached on time but the bus was gone and nobody could help me on mega bus coaching center even I called help center bt nobody could receive my call it was my worst experience from mega bus,26 April 2023
"On timeOn time, lucky at front, went home safe",04 May 2023
My journey was postponed also the coach…My journey was postponed also the coach came 30 minutes late.,04 May 2023
The driver was helpful and patient as…The driver was helpful and patient as we procured tickets,03 May 2023
Overnight no Wi-fi or chargingUsed the overnight service and apart from the poor driver having to deal with a difficult customer the trip was good. There was no Wi-fi and I could not use the charger (not working but others were).,03 May 2023
Very smooth journey to and from Bristol…Very smooth journey to and from Bristol to Nottingham.....smoother than the week previous train journey and didn't take as long either.....So happy shopper this time 👊🥳,05 May 2023
A peaceful and well organised journey.Helpful staff. The first coach was very comfortable and clean however the second was the complete opposite. Hopefully that can be improved on.,29 April 2023
The price of my journey could not be…The price of my journey could not be faulted.The only negative feedback was that the bus ride was cold.Ither than this everything was fine.,03 May 2023
"Amazing and despite the fact that I…Amazing and despite the fact that I missed my initial coach, I was able to purchase another one and within 20mins was on the coach. The driver was friendly and helpful, journey was smooth and I generally have no complaints... Well done.",03 May 2023
Easy ride from Birmingham to London…Easy ride from Birmingham to London excellent,08 May 2023
The communication between drivers and…The communication between drivers and passengers far surpasses other companies.,04 May 2023
Wifi never works.,06 May 2023
No WiFi an the phone charger wasn't work,05 May 2023
Nice and easy serviceNice and easy service Victoria coach station - Heathrow.More information about departure platform would be nice.WiFi wasn't working.,06 May 2023
Good value for money but…Good value for money but return journey from London had a bus with no facilities to charge a phone.,03 May 2023
Drunk person on our coach who slapped…Drunk person on our coach who slapped my friend round the head and threatened my boyfriend! appalling we pressed the stop button multiple times and the coach driver did not take any notice,03 May 2023
"My trip from Glasgow to London was…My trip from Glasgow to London was cancelled, but I had quite bad experience from Inverness to London as the driver was very rude",03 May 2023
Drivers where very polite and friendly…Drivers where very polite and friendly and the journey was pleasant,02 May 2023
Good this time as well,04 May 2023
The bus arrived to Middlesbrough 2…The bus arrived to Middlesbrough 2 hours late.  Very bad service,04 May 2023
The seats were dirty and looked as…The seats were dirty and looked as though they hadn't been valued from previous tripsThe driver was very pleasant and helpfulThe WiFi was not workingMy seat was reserved,08 May 2023
Great experienceClean bus and good driver. My journey was very smooth and I got to my destination on time.,05 May 2023
You guys aren't in anyway considerateYou guys aren't in anyway considerate. I booked a ticket and i later want to ammend it. You couldn't reverse my change despite the new booked is cheaper to the previous one. That's all,30 April 2023
"Nice serviceNice service, but bus stank of urine.",07 May 2023
Good service.,05 May 2023
Very good driver on 7.30pm service from…Very good driver on 7.30pm service from Bristol to London on Monday 8 May. Arrived at Victoria 15 minutes early. Excellent value compared to the train,07 May 2023
I had to buy the tickets twice as they…I had to buy the tickets twice as they never sent me the tickets and it was impossible to get to costumer service.,05 May 2023
Rude driverBus driver on the way back was incredibly annoyed with our destination  and tried to kick us off the stop before despite our ticket and the front of the bus saying otherwise. So incredibly rude,04 May 2023
Better than the trainOn time - clean bus- friendly drivers. Much more reliable (and cheaper) than the train.,28 April 2023
No mega bud old coachThe mega bus wasn’t in place me and my two children traveled on an old coach with no a/c very uncomfortable journey!!!!!,04 May 2023
"The coach was really nice...I think it…The coach was really nice...I think it was a new one. The toilet was clean. The coach driver...Tony, was an absolute gent. I'll  always recommend MEGABUS.",06 May 2023
Travelling with a dogI travelled from Aberdeen to  Edinburgh on a megabucks with my dog. However I had to book online at Edinburgh  to  get to Leeds. I was not allowed on the bus to Leeds with my dog. I have obtained a full refund for the ticket,02 May 2023
Comfortable journeyFriendly driver and comfortable journey,07 May 2023
Great performanceAlways a pleasure,07 May 2023
Awesome 👌 tripIt's organic efficiency and time keeping. The ride was relaxing and gave me plenty of time to caught up with to do list.,05 May 2023
Firstly bus was late secondly I was…Firstly bus was late secondly I was offered a refund which the codes would not work so that was £13 wasted that illl never see again,07 May 2023
"It was good on timeIt was good on time, even though going was late but made up the time and coming back was in before time",06 May 2023
Adventure journeyThe journey went so smoothly and my grandson enjoyed the trip too,04 May 2023
Punctual clean and a very pleasant…Punctual clean and a very pleasant experience to be honest,05 May 2023
Good price and good service.,04 May 2023
I got home late 1 hourI got home late 1 hour. The driver so not nice nad bus delayed 1 hour,07 May 2023
"Driver removed my luggage from the busMy bus driver removed my luggage from the bus after I loaded in, then he left the bus and left it behind.It was a 4 hours bus from Sheffield to London and I don't have the time to go back to pick it up.",04 May 2023
"Very goodVery good, apart from delayed service",05 May 2023
Reliable serviceIt was comfortable and got to my destination on time.,02 May 2023
Refund processThe bus was scheduled 4:30pm but it was retimed to 4 pm and the email was in my spam and i didn't see it. So i missed the bus. Is it possible to refund?,03 May 2023
"ColdI travelled on the 23:50 from Heathrow to Manchester. Throughout the journey, the air vents blasted icy air. Unfortunately, there was no option to switch them off. I asked the driver if he could increase the temperature, but nothing seemed to happen. I spent the journey with my hood up to try to shield my eyes from the icy blast.The coach was 30 minutes late arriving at Heathrow, and also arriving at Manchester. The toilet wasn't working. I understand that these things happen, but it was the icy air that that has put me off travelling with megabus again",06 May 2023
"NO stars would be a compliment for this…NO stars would be a compliment for this company. Zero respect for customers. The worst transport service provider I have ever tried and I was stupid enough to try twice and both were the worst experience in my life. Definitely, if you have another option consider it and forget about this company.",05 May 2023
"I hve reserved 2 tickets from London to…I hve reserved 2 tickets from London to Manchester on 05/05/2023 by paying an extra reservation charge for each ticket but when I get into the bus there was no seat numbers and when I asked to the staff, they said there is no reservation and gave different seats to us. It's not fair that they are charging extra for reservations and not providing the reserved seats. Even the bus came 30 minutes late at London Finchley road and when I tried to track the bus it was not possible in the website. I don't understand why they are charging extra if they couldn't provide proper services. Never recommend mega bus to anyone. Very poor service. Rating-0⭐. Not deserve a single star rating. Really disappointed 😞",05 May 2023
I have booked two tickets together with…I have booked two tickets together with seat no 11 and 12   from London to manchester but they couldn't give the seats together even the bus doesn't have any seat numbers. It was really bad experience.,05 May 2023
"TRYING TO CATCH A MEGABUS!The bus driver and staff were polite…The bus driver and staff were polite and helpful at Victoria. The buses I got ran on time.The only thing is, I asked the driver when I got off at Durham, whether I should catch the bus back to London at the bus stop on the opposite side of the road - (because the map gives the same bus stop). He said ""Yes"".I could have missed my bus if it wasn't for another young man waiting for the same bus spotting the London Victoria stopping opposite to us ie the same bus stop as the one to Newcastle.Please, please, make it clear on tickets, bus stops, and TO STAFF- it's the SAME BUS STOP. I would have missed my bus,if it hadn't been for the sharp eyed young man.",04 May 2023
Not working charger but they advertise…Not working charger but they advertise with WiFi and charger,04 May 2023
